patent,kind,claims,apptype,appnum,gdate,appdate
08346001,B2,7,,12485363,20130101,20090616
08346002,B2,20,,11781227,20130101,20070720
08346003,B2,11,,12277591,20130101,20081125
08346004,B2,12,,11980377,20130101,20071031
08346005,B2,21,,12566445,20130101,20090924
08346006,B1,24,,12212006,20130101,20080917
08346007,B2,8,,12644287,20130101,20091222
08346008,B2,18,,12480970,20130101,20090609
08346009,B2,14,,12803370,20130101,20100625
08346010,B2,20,,12742732,20130101,20090911
08346011,B2,20,,12823377,20130101,20100625
08346012,B2,18,,13227581,20130101,20110908
08346013,B2,11,,12551612,20130101,20090901
08346014,B2,13,,12139202,20130101,20080613
08346015,B2,10,,12630634,20130101,20091203
08346016,B1,18,,13159216,20130101,20110613
08346017,B2,20,,12112567,20130101,20080430
08346018,B2,6,,11683183,20130101,20070307
08346019,B2,8,,12682030,20130101,20081009
08346020,B2,30,,12434538,20130101,20090501
08346021,B2,24,,12505626,20130101,20090720
08346022,B2,23,,12584218,20130101,20090902
08346023,B2,20,,12378453,20130101,20090213
08346024,B2,13,,12510928,20130101,20090728
08346025,B2,22,,12467867,20130101,20090518
08346026,B2,15,,12517802,20130101,20070807
08346027,B2,18,,12816550,20130101,20100616
08346028,B2,16,,12653547,20130101,20091215
08346029,B2,22,,12628914,20130101,20091201
08346030,B2,16,,12673473,20130101,20070824
08346031,B2,14,,12993777,20130101,20090619
08346032,B2,37,,12725579,20130101,20100317
08346033,B2,6,,13016641,20130101,20110128
08346034,B2,11,,12601844,20130101,20080527
08346035,B2,31,,12908510,20130101,20101020
08346036,B2,10,,12776525,20130101,20100510
08346037,B2,7,,12698086,20130101,20100201
08346038,B2,18,,12448807,20130101,20080110
08346039,B2,20,,12613206,20130101,20091105
08346040,B2,22,,12636277,20130101,20091211
08346041,B2,7,,13371835,20130101,20120213
08346042,B2,9,,12685356,20130101,20100111
08346043,B2,18,,12840360,20130101,20100721
08346044,B2,11,,12930782,20130101,20110114
08346045,B2,13,,12951495,20130101,20101122
08346046,B2,13,,13117329,20130101,20110527
08346047,B2,17,,12713386,20130101,20100226
08346048,B2,32,,12474245,20130101,20090528
08346049,B2,13,,12154026,20130101,20080519
08346050,B2,9,,11889898,20130101,20070817
08346051,B2,11,,12602124,20130101,20080522
08346052,B2,4,,12669434,20130101,20080723
08346053,B2,6,,11403620,20130101,20060413
08346054,B2,16,,12000231,20130101,20071211
08346055,B2,35,,12581922,20130101,20091020
08346056,B2,24,,12904430,20130101,20101014
08346057,B2,9,,13102955,20130101,20110506
08346058,B2,5,,12118303,20130101,20080509
08346059,B2,9,,11720630,20130101,20051110
08346060,B2,20,,12722359,20130101,20100311
08346061,B2,15,,11400675,20130101,20060407
08346062,B2,42,,11512376,20130101,20060830
08346063,B2,20,,12674654,20130101,20080227
08346064,B2,28,,11666060,20130101,20060822
08346065,B2,7,,11982063,20130101,20071031
08346066,B2,12,,12510585,20130101,20090728
08346067,B2,22,,12656529,20130101,20100202
08346068,B2,17,,12743842,20130101,20081119
08346069,B2,12,,12489465,20130101,20090623
08346070,B2,19,,13085591,20130101,20110413
08346071,B2,4,,12166558,20130101,20080702
08346072,B2,20,,13559240,20130101,20120726
08346073,B2,8,,12756070,20130101,20100407
08346074,B2,20,,13225257,20130101,20110902
08346075,B2,14,,13056110,20130101,20090727
08346076,B2,20,,12891675,20130101,20100927
08346077,B1,12,,12765171,20130101,20100422
08346078,B2,14,,12926588,20130101,20101129
08346079,B2,20,,12710757,20130101,20100223
08346080,B2,13,,12764206,20130101,20100421
08346081,B2,5,,12587889,20130101,20091013
08346082,B2,4,,12678742,20130101,20080522
08346083,B2,28,,12866356,20130101,20090217
08346084,B2,5,,11945996,20130101,20071127
08346085,B2,19,,12427475,20130101,20090421
08346086,B2,19,,12867237,20130101,20090220
08346087,B2,20,,11863815,20130101,20070928
08346088,B2,7,,12085814,20130101,20051129
08346089,B2,12,,12569191,20130101,20090929
08346090,B2,11,,12798230,20130101,20100330
08346091,B2,29,,12431872,20130101,20090429
08346092,B2,12,,13240910,20130101,20110922
08346093,B2,8,,12740576,20130101,20081030
08346094,B2,15,,12621150,20130101,20091118
08346095,B2,22,,12632215,20130101,20091207
08346096,B2,9,,12840856,20130101,20100721
08346097,B1,26,,12723857,20130101,20100315
08346098,B2,18,,12691153,20130101,20100121
08346099,B2,4,,12518348,20130101,20071129
08346100,B2,12,,12577248,20130101,20091012
08346101,B2,7,,13469179,20130101,20120511
08346103,B2,7,,11583549,20130101,20061019
08346104,B2,15,,12498812,20130101,20090707
08346105,B2,20,,13448987,20130101,20120417
08346106,B2,13,,12843299,20130101,20100726
08346107,B2,26,,12882317,20130101,20100915
08346108,B2,20,,12923221,20130101,20100909
08346109,B2,17,,12511438,20130101,20090729
08346110,B2,5,,12859359,20130101,20100819
08346111,B2,7,,12923130,20130101,20100903
08346112,B2,8,,12605814,20130101,20091026
08346113,B2,9,,12720449,20130101,20100309
08346114,B2,14,,12187214,20130101,20080806
08346115,B2,15,,12695460,20130101,20100128
08346116,B2,9,,12805671,20130101,20100812
08346117,B2,6,,12923032,20130101,20100830
08346118,B2,13,,12565393,20130101,20090923
08346119,B2,16,,12838079,20130101,20100716
08346120,B2,11,,12688431,20130101,20100115
08346121,B2,11,,12622795,20130101,20091120
08346122,B2,16,,12622909,20130101,20091120
08346123,B2,9,,12625587,20130101,20091125
08346124,B2,8,,13239788,20130101,20110922
08346125,B2,8,,12630277,20130101,20091203
08346126,B2,17,,12643289,20130101,20091221
08346127,B2,50,,13299813,20130101,20111118
08346129,B2,13,,12394141,20130101,20090227
08346130,B2,9,,12891869,20130101,20100928
08346131,B2,11,,12642260,20130101,20091218
08346132,B2,18,,12832286,20130101,20100708
08346133,B2,15,,13159650,20130101,20110614
08346134,B2,32,,13269916,20130101,20111010
08346135,B2,18,,12494939,20130101,20090630
08346136,B2,17,,12474883,20130101,20090529
08346137,B2,18,,12849373,20130101,20100803
08346138,B2,9,,12760107,20130101,20100414
08346139,B2,17,,12610637,20130101,20091102
08346140,B2,12,,12787884,20130101,20100526
08346141,B2,8,,12893314,20130101,20100929
08346142,B2,11,,12778450,20130101,20100512
08346143,B2,17,,12453193,20130101,20090501
08346144,B2,3,,12794958,20130101,20100607
08346145,B2,21,,12546182,20130101,20090824
08346146,B2,22,,12656348,20130101,20100127
08346147,B2,4,,12706790,20130101,20100217
08346148,B2,10,,13111093,20130101,20110519
08346149,B2,15,,12686706,20130101,20100113
08346150,B2,16,,12751213,20130101,20100331
08346151,B2,7,,12562580,20130101,20090918
08346152,B2,9,,12408349,20130101,20090320
08346153,B2,18,,12411936,20130101,20090326
08346154,B2,6,,12585821,20130101,20090925
08346155,B2,9,,12695965,20130101,20100128
08346156,B2,10,,12034014,20130101,20080220
08346157,B1,16,,12781659,20130101,20100517
08346158,B2,2,,13445647,20130101,20120412
08346159,B2,25,,12311412,20130101,20071004
08346160,B2,23,,12778312,20130101,20100512
08346161,B2,10,,12301349,20130101,20070515
08346162,B1,34,,12567246,20130101,20090925
08346163,B2,11,,12309426,20130101,20070723
08346164,B2,20,,13210656,20130101,20110816
08346165,B2,19,,13210700,20130101,20110816
08346166,B2,28,,13078100,20130101,20110401
08346167,B2,23,,13180924,20130101,20110712
08346168,B2,31,,12243696,20130101,20081001
08346169,B2,15,,13347462,20130101,20120110
08346170,B2,5,,13416017,20130101,20120309
08346171,B1,23,,12370953,20130101,20090213
08346172,B2,25,,12473092,20130101,20090527
08346173,B2,62,,12727177,20130101,20100318
08346174,B2,20,,12825775,20130101,20100629
08346175,B2,14,,12022652,20130101,20080130
08346176,B2,18,,12718422,20130101,20100305
08346177,B2,20,,12442901,20130101,20060925
08346178,B2,2,,12439136,20130101,20070829
08346179,B2,13,,12772654,20130101,20100503
08346180,B2,20,,13238249,20130101,20110921
08346181,B2,7,,13440222,20130101,20120405
08346182,B2,17,,12598198,20130101,20080314
08346183,B2,20,,12194471,20130101,20080819
08346184,B2,11,,12682514,20130101,20081010
08346185,B2,20,,13304752,20130101,20111128
08346186,B1,16,,12979186,20130101,20101227
08346187,B2,10,,12548808,20130101,20090827
08346188,B2,8,,12485068,20130101,20090616
08346189,B2,17,,13469640,20130101,20120511
08346190,B2,7,,12550672,20130101,20090831
08346191,B2,16,,12971089,20130101,20101217
08346192,B2,18,,13437570,20130101,20120402
08346193,B2,24,,13547617,20130101,20120712
08346194,B2,2,,13318506,20130101,20090821
08346195,B2,18,,12974305,20130101,20101221
08346196,B2,20,,13399557,20130101,20120217
08346197,B2,11,,12936579,20130101,20090409
08346198,B2,26,,11171817,20130101,20050630
08346199,B2,19,,13460136,20130101,20120430
08346200,B2,18,,12178227,20130101,20080723
08346201,B2,45,,12763281,20130101,20100420
08346202,B2,20,,12824910,20130101,20100628
08346203,B2,16,,12541820,20130101,20090814
08346205,B2,21,,13190384,20130101,20110725
08346206,B1,17,,11781531,20130101,20070723
08346207,B2,8,,13115904,20130101,20110525
08346208,B2,19,,11473056,20130101,20060623
08346209,B2,2,,11513295,20130101,20060829
08346210,B2,17,,12395512,20130101,20090227
08346211,B2,26,,12501992,20130101,20090713
08346212,B2,21,,13083339,20130101,20110408
08346213,B2,12,,12274497,20130101,20081120
08346214,B2,16,,11119401,20130101,20050429
08346215,B2,13,,11922891,20130101,20060710
08346216,B2,20,,12252226,20130101,20081015
08346217,B2,36,,13031266,20130101,20110221
08346218,B2,12,,12114561,20130101,20080502
08346219,B1,24,,10893282,20130101,20040716
08346220,B2,21,,11394646,20130101,20060331
08346221,B2,11,,12876324,20130101,20100907
08346222,B2,17,,12638404,20130101,20091215
08346223,B1,30,,11594573,20130101,20061107
08346224,B2,14,,12403500,20130101,20090313
08346225,B2,78,,12695021,20130101,20100127
08346226,B2,17,,12697462,20130101,20100201
08346227,B2,14,,13281358,20130101,20111025
08346228,B2,28,,13535717,20130101,20120628
08346229,B2,20,,12713929,20130101,20100226
08346230,B2,75,,11682600,20130101,20070306
08346231,B1,12,,11970588,20130101,20080108
08346232,B2,30,,12676747,20130101,20070905
08346233,B2,17,,12253157,20130101,20081016
08346234,B2,20,,12321504,20130101,20090121
08346235,B2,20,,12693055,20130101,20100125
08346236,B2,17,,12793674,20130101,20100603
08346237,B2,22,,13207311,20130101,20110810
08346238,B2,25,,11929550,20130101,20071030
08346239,B2,15,,11965994,20130101,20071228
08346240,B2,16,,12678247,20130101,20070920
08346241,B2,17,,13053270,20130101,20110322
08346242,B2,20,,13121676,20130101,20081008
08346244,B2,18,,12935337,20130101,20080331
08346245,B2,24,,12487670,20130101,20090619
08346246,B2,20,,11950205,20130101,20071204
08346247,B2,12,,13558282,20130101,20120725
08346248,B2,21,,13323629,20130101,20111212
08346249,B2,45,,11783050,20130101,20070405
08346250,B1,17,,12248943,20130101,20081010
08346251,B2,8,,12529836,20130101,20070523
08346252,B2,21,,13432659,20130101,20120328
08346253,B2,5,,12477318,20130101,20090603
08346254,B2,17,,12741333,20130101,20071122
08346255,B2,21,,12765648,20130101,20100422
08346256,B2,12,,11340708,20130101,20060127
08346257,B2,7,,12679407,20130101,20080320
08346258,B2,19,,12602494,20130101,20080529
08346259,B2,25,,12678464,20130101,20070919
08346260,B2,18,,12727193,20130101,20100318
08346261,B2,4,,12989801,20130101,20091022
08346262,B2,20,,13535024,20130101,20120627
08346263,B2,18,,12719654,20130101,20100308
08346264,B2,20,,13460249,20130101,20120430
08346265,B2,21,,11465172,20130101,20060817
08346266,B2,18,,11552802,20130101,20061025
08346267,B2,14,,12355480,20130101,20090116
08346268,B2,14,,11602543,20130101,20061120
08346269,B2,9,,12638245,20130101,20091215
08346270,B1,20,,12882181,20130101,20100914
08346271,B2,13,,11815697,20130101,20060206
08346272,B2,10,,13189355,20130101,20110722
08346273,B2,22,,13235692,20130101,20110919
08346274,B2,14,,12785350,20130101,20100521
08346275,B2,15,,11776065,20130101,20070711
08346276,B2,20,,12385120,20130101,20090331
08346277,B2,21,,12195276,20130101,20080820
08346278,B2,19,,12555923,20130101,20090909
08346279,B1,23,,12615726,20130101,20091110
08346280,B2,21,,12732572,20130101,20100326
08346281,B2,22,,12856672,20130101,20100815
08346282,B1,15,,13437165,20130101,20120402
08346283,B2,10,,12522499,20130101,20080108
08346284,B2,16,,12618959,20130101,20091116
08346285,B2,18,,13309035,20130101,20111201
08346286,B2,11,,12820316,20130101,20100622
08346287,B2,15,,13076913,20130101,20110331
08346288,B2,9,,13207376,20130101,20110810
08346289,B2,10,,12812470,20130101,20090224
08346290,B2,21,,12378382,20130101,20090213
08346291,B2,20,,12760521,20130101,20100414
08346292,B2,18,,13281267,20130101,20111025
08346293,B2,12,,11629387,20130101,20050613
08346294,B2,23,,11767168,20130101,20070622
08346295,B2,3,,11837922,20130101,20070813
08346296,B2,7,,12065231,20130101,20060830
08346297,B2,18,,12692297,20130101,20100122
08346298,B2,27,,12766803,20130101,20100423
08346299,B2,25,,13460685,20130101,20120430
08346300,B2,5,,13417985,20130101,20120312
08346301,B2,8,,12556400,20130101,20090909
08346302,B2,8,,13283984,20130101,20111028
08346303,B1,18,,13372519,20130101,20120214
08346304,B1,18,,13372520,20130101,20120214
08346305,B2,17,,12567652,20130101,20090925
08346306,B2,8,,13158213,20130101,20110610
08346307,B2,26,,11624950,20130101,20070119
08346308,B2,20,,12206006,20130101,20080908
08346309,B2,17,,12540224,20130101,20090812
08346310,B2,19,,12701019,20130101,20100205
08346311,B2,13,,12535846,20130101,20090805
08346312,B2,15,,13190423,20130101,20110725
08346313,B2,44,,11498011,20130101,20060801
08346314,B2,17,,11759358,20130101,20070607
08346315,B2,24,,11852726,20130101,20070910
08346316,B2,18,,12384328,20130101,20090402
08346317,B2,10,,12952213,20130101,20101123
08346318,B2,15,,13001123,20130101,20090625
08346319,B2,4,,13272618,20130101,20111013
08346320,B2,15,,12528018,20130101,20080221
08346321,B2,5,,12246682,20130101,20081007
08346322,B2,19,,12847130,20130101,20100730
08346323,B2,6,,13065167,20130101,20110315
08346324,B2,16,,10787173,20130101,20040227
08346325,B2,16,,13011697,20130101,20110121
08346326,B2,11,,12015817,20130101,20080117
08346327,B2,22,,11716264,20130101,20070309
08346328,B2,18,,12004816,20130101,20071221
08346329,B2,8,,12007427,20130101,20080110
08346330,B2,10,,12577670,20130101,20091012
08346331,B2,25,,12105979,20130101,20080418
08346332,B2,23,,12797811,20130101,20100610
08346333,B2,20,,12512132,20130101,20090730
08346334,B2,15,,11996605,20130101,20060727
08346335,B2,54,,12363712,20130101,20090130
08346336,B2,30,,12406800,20130101,20090318
08346337,B2,28,,12495803,20130101,20090630
08346338,B2,15,,13014910,20130101,20110127
08346339,B2,29,,13409263,20130101,20120301
08346340,B2,9,,12238486,20130101,20080926
08346341,B2,17,,12498555,20130101,20090707
08346342,B2,17,,13177714,20130101,20110707
08346343,B2,6,,11633282,20130101,20061204
08346344,B2,17,,11900261,20130101,20070911
08346345,B2,17,,12722314,20130101,20100311
08346346,B1,25,,11334769,20130101,20060118
08346347,B2,47,,11522124,20130101,20060915
08346348,B2,15,,13072148,20130101,20110325
08346349,B2,58,,12321239,20130101,20090115
08346350,B2,14,,13021905,20130101,20110207
08346351,B2,15,,12693351,20130101,20100125
08346352,B2,4,,12666452,20130101,20080801
08346353,B2,55,,12531793,20130101,20070424
08346354,B2,49,,12462123,20130101,20090728
08346355,B2,20,,13269350,20130101,20111007
08346356,B2,20,,12731197,20130101,20100325
08346357,B2,6,,13476313,20130101,20120521
08346358,B2,14,,11300242,20130101,20051213
08346359,B2,18,,12507691,20130101,20090722
08346360,B2,28,,13214564,20130101,20110822
08346361,B2,10,,10958191,20130101,20041004
08346362,B2,12,,12475643,20130101,20090601
08346363,B2,47,,11318845,20130101,20051227
08346364,B2,6,,12515102,20130101,20070625
08346365,B2,20,,13094320,20130101,20110426
08346366,B2,13,,13071327,20130101,20110324
08346367,B2,26,,13168518,20130101,20110624
08346368,B2,20,,12995395,20130101,20090417
08346369,B2,20,,12777680,20130101,20100511
08346370,B2,6,,12241861,20130101,20080930
08346371,B2,8,,13017915,20130101,20110131
08346372,B2,13,,13416211,20130101,20120309
08346373,B2,15,,12853390,20130101,20100810
08346374,B2,6,,12818696,20130101,20100618
08346375,B2,10,,12827142,20130101,20100630
08346376,B2,13,,12598222,20130101,20080428
08346377,B2,13,,12907514,20130101,20101019
08346378,B2,9,,12646569,20130101,20091223
08346379,B2,10,,12567355,20130101,20090925
08346380,B2,12,,12567580,20130101,20090925
08346381,B2,18,,12582215,20130101,20091020
08346382,B2,31,,12064748,20130101,20060814
08346383,B2,4,,12865946,20130101,20090205
08346384,B2,9,,12457753,20130101,20090619
08346385,B2,14,,12814791,20130101,20100614
08346386,B2,10,,13452607,20130101,20120420
08346387,B2,10,,12641751,20130101,20091218
08346388,B1,14,,12316753,20130101,20081215
08346389,B2,14,,11634146,20130101,20061206
08346390,B2,6,,12774578,20130101,20100505
08346391,B1,2,,11646451,20130101,20061228
08346392,B2,40,,12810797,20130101,20081217
08346393,B2,14,,12654166,20130101,20091211
08346394,B2,21,,12833579,20130101,20100709
08346395,B2,12,,12568274,20130101,20090928
08346396,B2,27,,12323217,20130101,20081125
08346397,B2,20,,12560216,20130101,20090915
08346398,B2,21,,12537043,20130101,20090806
08346399,B2,14,,11018706,20130101,20041220
08346400,B2,19,,13023629,20130101,20110209
08346401,B2,20,,12839239,20130101,20100719
08346402,B2,35,,12777128,20130101,20100510
08346403,B2,34,,12794255,20130101,20100604
08346404,B2,11,,12849355,20130101,20100803
08346405,B1,5,,12611857,20130101,20091103
08346406,B2,6,,13455391,20130101,20120425
08346407,B2,8,,12233196,20130101,20080918
08346408,B2,20,,12268092,20130101,20081110
08346409,B2,14,,11875819,20130101,20071019
08346410,B2,8,,12576203,20130101,20091008
08346411,B1,15,,12541954,20130101,20090816
08346412,B2,14,,11911611,20130101,20060503
08346413,B2,11,,12673606,20130101,20080908
08346414,B2,22,,12721717,20130101,20100311
08346415,B1,20,,12605326,20130101,20091024
08346416,B2,58,,11821855,20130101,20070626
08346417,B2,7,,12521424,20130101,20071225
08346418,B2,10,,12627184,20130101,20091130
08346419,B2,10,,12679807,20130101,20080926
08346420,B2,18,,12729275,20130101,20100323
08346421,B2,20,,12729424,20130101,20100323
08346422,B2,17,,12786415,20130101,20100524
08346423,B2,14,,12795289,20130101,20100607
08346424,B2,20,,12942261,20130101,20101109
08346425,B2,13,,12509146,20130101,20090724
08346426,B1,17,,12769252,20130101,20100428
08346427,B2,5,,12867643,20130101,20090109
08346428,B2,12,,12083403,20130101,20061012
08346429,B2,11,,12183793,20130101,20080731
08346430,B2,20,,12331491,20130101,20081210
08346431,B2,17,,12361191,20130101,20090128
08346432,B2,20,,12565228,20130101,20090923
08346433,B2,35,,13467312,20130101,20120509
08346434,B2,23,,12007388,20130101,20080109
08346435,B2,3,,12866332,20130101,20081008
08346436,B2,2,,13239073,20130101,20110921
08346437,B2,11,,13387450,20130101,20100729
08346438,B2,16,,11939183,20130101,20071113
08346439,B2,23,,12565882,20130101,20090924
08346440,B2,18,,12653122,20130101,20091208
08346441,B2,12,,12084388,20130101,20061124
08346442,B2,15,,12728724,20130101,20100322
08346443,B2,10,,13401909,20130101,20120222
08346444,B2,20,,12041286,20130101,20080303
08346445,B2,11,,12253801,20130101,20081017
08346446,B2,13,,12596524,20130101,20080418
08346447,B2,20,,12765304,20130101,20100422
08346448,B2,4,,13130537,20130101,20101207
08346449,B2,21,,12236410,20130101,20080923
08346450,B2,4,,12937616,20130101,20090323
08346451,B2,19,,12711038,20130101,20100223
08346452,B2,23,,12536514,20130101,20090806
08346453,B2,10,,12919963,20130101,20090225
08346454,B2,5,,13227234,20130101,20110907
08346455,B2,19,,12661657,20130101,20100320
08346456,B2,9,,12482150,20130101,20090610
08346457,B2,8,,13328960,20130101,20111216
08346458,B2,20,,12714854,20130101,20100301
08346459,B2,9,,12454237,20130101,20090514
08346460,B2,6,,12729767,20130101,20100323
08346461,B2,8,,12249300,20130101,20081010
08346462,B2,14,,12677194,20130101,20090828
08346463,B2,23,,12280605,20130101,20070309
08346464,B2,10,,12426814,20130101,20090420
08346465,B2,8,,12072409,20130101,20080226
08346466,B2,20,,12616487,20130101,20091111
08346467,B2,10,,12301260,20130101,20070326
08346468,B2,10,,12459728,20130101,20090707
08346469,B2,6,,12178450,20130101,20080723
08346470,B2,12,,12667716,20130101,20080707
08346471,B2,10,,13154017,20130101,20110606
08346472,B2,20,,12537494,20130101,20090807
08346473,B2,18,,12593772,20130101,20080523
08346474,B2,14,,12200158,20130101,20080828
08346475,B2,16,,12073583,20130101,20080307
08346476,B2,22,,12779302,20130101,20100513
08346477,B2,18,,12622426,20130101,20091119
08346478,B2,18,,12731858,20130101,20100325
08346479,B2,4,,13416293,20130101,20120309
08346480,B2,20,,13240576,20130101,20110922
08346481,B2,25,,12812652,20130101,20081215
08346482,B2,20,,10646682,20130101,20030822
08346483,B2,25,,10662765,20130101,20030915
08346484,B2,37,,12313411,20130101,20081119
08346485,B2,23,,12330442,20130101,20081208
08346486,B2,22,,10549246,20130101,20040329
08346487,B2,10,,13157843,20130101,20110610
08346488,B2,9,,12311273,20130101,20060925
08346489,B2,11,,12892034,20130101,20100928
08346490,B2,4,,12449451,20130101,20080201
08346491,B2,19,,12035826,20130101,20080222
08346492,B2,18,,12760974,20130101,20100415
08346493,B2,16,,12635250,20130101,20091210
08346494,B2,8,,12622783,20130101,20091120
08346495,B2,28,,12765384,20130101,20100422
08346496,B1,15,,12853634,20130101,20100810
08346497,B2,38,,10808499,20130101,20040325
08346498,B2,20,,12574154,20130101,20091006
08346499,B2,8,,12883825,20130101,20100916
08346500,B2,20,,12884752,20130101,20100917
08346501,B2,24,,12488753,20130101,20090622
08346502,B2,11,,12183459,20130101,20080731
08346503,B2,17,,12558226,20130101,20090911
08346504,B2,12,,11885099,20130101,20060220
08346505,B2,19,,12837882,20130101,20100716
08346506,B2,4,,13444746,20130101,20120411
08346507,B2,14,,13079320,20130101,20110404
08346508,B2,11,,12757205,20130101,20100409
08346509,B2,33,,12420815,20130101,20090408
08346510,B2,10,,12634801,20130101,20091210
08346511,B2,13,,12656465,20130101,20100129
08346512,B2,16,,12373910,20130101,20070806
08346513,B2,14,,12575203,20130101,20091007
08346514,B2,14,,12604624,20130101,20091023
08346515,B2,28,,10722651,20130101,20031126
08346516,B2,16,,12265281,20130101,20081105
08346517,B2,21,,12866232,20130101,20090206
08346518,B2,18,,12429149,20130101,20090423
08346519,B2,22,,12530328,20130101,20080226
08346520,B2,24,,12559217,20130101,20090914
08346521,B2,35,,12300963,20130101,20070516
08346522,B2,40,,13526020,20130101,20120618
08346523,B2,20,,12551906,20130101,20090901
08346524,B2,22,,13215769,20130101,20110823
08346525,B2,15,,12655988,20130101,20100111
08346526,B1,21,,11647595,20130101,20061229
08346527,B2,20,,12351201,20130101,20090109
08346528,B2,20,,12551777,20130101,20090901
08346529,B2,32,,12648600,20130101,20091229
08346530,B2,19,,12605622,20130101,20091026
08346531,B2,20,,12264944,20130101,20081105
08346532,B2,20,,12171666,20130101,20080711
08346533,B2,14,,12270149,20130101,20081113
08346534,B2,124,,12614387,20130101,20091106
08346535,B2,18,,11987641,20130101,20071203
08346536,B2,68,,12268489,20130101,20081111
08346537,B2,27,,11528558,20130101,20060928
08346538,B2,20,,12787189,20130101,20100525
08346539,B2,15,,12648909,20130101,20091229
08346540,B2,15,,12131994,20130101,20080603
08346541,B2,20,,12475665,20130101,20090601
08346542,B2,3,,13398052,20130101,20120216
08346543,B2,17,,13050022,20130101,20110317
08346544,B2,46,,11625802,20130101,20070122
08346545,B2,20,,12626548,20130101,20091125
08346546,B2,18,,11831835,20130101,20070731
08346547,B1,22,,12780634,20130101,20100514
08346548,B2,35,,12042690,20130101,20080305
08346549,B2,20,,12631131,20130101,20091204
08346550,B2,18,,13026900,20130101,20110214
08346551,B2,26,,12622717,20130101,20091120
08346552,B2,22,,12691222,20130101,20100121
08346553,B2,17,,12034978,20130101,20080221
08346554,B2,18,,12882292,20130101,20100915
08346555,B2,24,,11466223,20130101,20060822
08346556,B2,21,,12196744,20130101,20080822
08346557,B2,27,,12687199,20130101,20100114
08346558,B2,4,,11488101,20130101,20060718
08346559,B2,19,,12339445,20130101,20081219
08346560,B2,16,,12434394,20130101,20090501
08346561,B2,6,,12710400,20130101,20100223
08346562,B2,21,,12668238,20130101,20100106
08346563,B1,3,,13565790,20130101,20120802
08346564,B2,23,,11909730,20130101,20060316
08346565,B2,31,,12440058,20130101,20071023
08346566,B2,10,,12872482,20130101,20100831
08346567,B2,31,,13567792,20130101,20120806
08346568,B1,25,,12022597,20130101,20080130
08346569,B2,25,,12400569,20130101,20090309
08346570,B2,4,,10756608,20130101,20040113
08346571,B2,86,,10945382,20130101,20040920
08346572,B2,8,,12612426,20130101,20091104
08346573,B2,20,,12781377,20130101,20100517
08346574,B2,35,,12394324,20130101,20090227
08346575,B2,20,,13562145,20130101,20120730
08346576,B2,28,,12266821,20130101,20081107
08346577,B2,16,,12474450,20130101,20090529
08346578,B1,11,,13219494,20130101,20110826
08346579,B1,21,,13403139,20130101,20120223
08346580,B2,18,,10918231,20130101,20040813
08346581,B2,20,,12334652,20130101,20081215
08346582,B1,25,,10900820,20130101,20040728
08346583,B2,16,,11861990,20130101,20070926
08346584,B2,17,,12022552,20130101,20080130
08346585,B1,41,,12464053,20130101,20090511
08346586,B1,26,,12640519,20130101,20091217
08346587,B2,19,,10609819,20130101,20030630
08346588,B2,11,,11735081,20130101,20070413
08346589,B1,25,,12695142,20130101,20100127
08346590,B2,25,,12726241,20130101,20100317
08346591,B2,11,,12480939,20130101,20090609
08346592,B2,10,,12444816,20130101,20061009
08346593,B2,35,,10881436,20130101,20040630
08346594,B2,20,,12206809,20130101,20080909
08346595,B2,3,,12323775,20130101,20081126
08346596,B2,18,,13113393,20130101,20110523
08346597,B2,24,,12790324,20130101,20100528
08346598,B2,12,,12876072,20130101,20100903
08346599,B2,38,,12782122,20130101,20100518
08346600,B2,1,,10098948,20130101,20020315
08346601,B2,21,,12627904,20130101,20091130
08346602,B2,6,,09862065,20130101,20010521
08346603,B2,16,,12292109,20130101,20081112
08346604,B2,18,,13415410,20130101,20120308
08346605,B2,51,,11620711,20130101,20070107
08346606,B2,12,,12173409,20130101,20080715
08346607,B1,20,,13437173,20130101,20120402
08346608,B2,18,,12047942,20130101,20080313
08346609,B2,19,,12332237,20130101,20081210
08346610,B2,2,,11803366,20130101,20070514
08346611,B2,17,,12427599,20130101,20090421
08346612,B2,17,,11394534,20130101,20060330
08346613,B2,10,,11964638,20130101,20071226
08346614,B2,28,,12204816,20130101,20080905
08346615,B2,27,,12624349,20130101,20091123
08346616,B2,23,,12675203,20130101,20080905
08346617,B1,16,,12771070,20130101,20100430
08346618,B2,51,,12825183,20130101,20100628
08346619,B2,11,,12861963,20130101,20100824
08346620,B2,13,,12892840,20130101,20100928
08346621,B2,12,,11961547,20130101,20071220
08346622,B2,13,,12427014,20130101,20090421
08346623,B2,13,,12852241,20130101,20100806
08346624,B2,31,,12634345,20130101,20091209
08346625,B2,21,,12642136,20130101,20091218
08346626,B2,19,,10634627,20130101,20030805
08346627,B2,20,,13358076,20130101,20120125
08346628,B2,24,,12619310,20130101,20091116
08346629,B2,12,,13342812,20130101,20120103
08346630,B1,16,,11479622,20130101,20060630
08346631,B2,22,,11873090,20130101,20071016
08346632,B2,28,,12203171,20130101,20080903
08346633,B2,18,,12569801,20130101,20090929
08346634,B2,22,,12886441,20130101,20100920
08346635,B1,37,,12828012,20130101,20100630
08346636,B2,16,,11923113,20130101,20071024
08346637,B2,10,,10685206,20130101,20031014
08346638,B2,26,,11258216,20130101,20051026
08346639,B2,17,,11680594,20130101,20070228
